frame,timestamp,player_id,shot_detected,shot_type,total_bounces_so_far
724,28.96,25,False,None,2
725,29.0,25,False,None,2
726,29.04,25,False,None,2
727,29.08,25,False,Smash,2
728,29.12,25,False,Smash,2
729,29.16,25,False,None,2
730,29.2,25,False,None,2
731,29.24,25,False,None,2
732,29.28,25,False,None,2
733,29.32,25,False,None,2
734,29.36,25,False,None,2
735,29.4,25,False,None,2
736,29.44,25,False,None,2
737,29.48,25,False,None,2
738,29.52,25,False,None,2
739,29.56,25,False,None,2
740,29.6,25,False,None,2
741,29.64,25,False,None,2
742,29.68,25,False,None,2
743,29.72,25,False,Forehand,2
744,29.76,25,False,Smash,2
745,29.8,25,True,Smash,2
746,29.84,25,False,None,2
747,29.88,25,False,None,2
748,29.92,16,False,None,2
749,29.96,16,False,None,2
750,30.0,16,False,None,2
751,30.04,16,False,None,2
752,30.08,16,False,None,2
753,30.12,16,False,Forehand,2
754,30.16,16,False,None,2
755,30.2,16,False,None,2
756,30.24,16,False,None,2
757,30.28,16,False,Forehand,2
758,30.32,16,False,None,2
759,30.36,16,False,None,2
760,30.4,16,False,None,2
761,30.44,16,False,None,2
762,30.48,16,False,None,2
763,30.52,16,False,Backhand,2
764,30.56,16,False,None,2
765,30.6,16,False,Forehand,2
766,30.64,16,False,Forehand,2
767,30.68,16,False,Forehand,2
768,30.72,16,False,Forehand,2
769,30.76,16,False,Forehand,2
770,30.8,16,False,None,2
771,30.84,16,False,None,2
772,30.88,16,False,None,2
773,30.92,16,False,None,2
774,30.96,16,False,Backhand,2
775,31.0,16,False,None,2
776,31.04,16,False,Forehand,2
777,31.08,16,False,Forehand,2
778,31.12,16,False,Forehand,2
779,31.16,16,False,Forehand,2
780,31.2,16,False,None,2
781,31.24,16,False,Forehand,2
782,31.28,16,True,Smash,2
783,31.32,16,False,Smash,2
784,31.36,16,False,Forehand,2
785,31.4,16,False,Forehand,2
786,31.44,16,False,None,2
787,31.48,16,False,None,2
788,31.52,16,False,None,2
789,31.56,16,False,Backhand,2
790,31.6,16,False,None,2
791,31.64,16,False,None,2
792,31.68,16,False,None,2
793,31.72,16,False,None,2
794,31.76,16,False,Forehand,2
795,31.8,16,False,None,2
796,31.84,16,False,None,2
797,31.88,16,False,Backhand,2
798,31.92,16,False,Backhand,2
799,31.96,16,False,None,2
800,32.0,16,False,None,2
801,32.04,16,False,None,2
802,32.08,16,False,Backhand,2
803,32.12,16,False,None,2
804,32.16,16,False,Forehand,2
805,32.2,16,False,None,2
806,32.24,16,False,None,2
807,32.28,16,False,None,2
808,32.32,25,False,Forehand,2
809,32.36,25,False,None,2
810,32.4,25,False,None,2
811,32.44,25,False,Forehand,2
812,32.48,25,False,None,2
813,32.52,25,False,Forehand,2
814,32.56,25,False,Backhand,2
815,32.6,25,False,Backhand,2
816,32.64,25,False,Backhand,2
817,32.68,25,False,Forehand,2
818,32.72,25,False,Forehand,2
819,32.76,25,True,Forehand,2
820,32.8,25,False,Forehand,2
821,32.84,25,False,Smash,2
822,32.88,25,False,Forehand,3
823,32.92,25,False,Smash,3
824,32.96,25,False,Forehand,3
825,33.0,25,False,None,3
826,33.04,25,False,Smash,3
827,33.08,25,False,Backhand,3
828,33.12,26,False,None,3
829,33.16,26,False,None,3
830,33.2,26,False,Backhand,3
831,33.24,26,False,Backhand,3
832,33.28,25,False,None,3
833,33.32,26,False,Backhand,3
834,33.36,26,False,Backhand,3
835,33.4,25,False,None,3
836,33.44,25,False,None,3
837,33.48,26,False,Forehand,3
838,33.52,26,False,Backhand,3
839,33.56,26,False,Backhand,3
840,33.6,26,False,None,3
841,33.64,26,False,None,3
842,33.68,26,False,None,3
843,33.72,26,False,None,3
844,33.76,25,False,None,3
845,33.8,25,False,None,3
846,33.84,25,False,None,3
847,33.88,25,False,Forehand,3
848,33.92,25,False,Forehand,3
849,33.96,25,False,Forehand,3
850,34.0,25,False,Forehand,3
851,34.04,25,False,Forehand,3
852,34.08,26,False,None,3
853,34.12,25,False,None,3
854,34.16,26,False,None,3
855,34.2,25,False,None,3
856,34.24,25,False,None,3
857,34.28,26,False,None,3
858,34.32,26,True,Forehand,3
859,34.36,26,False,None,3
860,34.4,26,False,Forehand,3
861,34.44,26,False,Forehand,3
862,34.48,26,False,None,3
863,34.52,26,False,None,3
864,34.56,26,False,None,3
865,34.6,26,False,Forehand,3
866,34.64,26,False,None,3
867,34.68,26,False,None,3
868,34.72,26,False,Forehand,3
869,34.76,26,False,Forehand,3
870,34.8,26,False,None,3
871,34.84,26,False,None,3
872,34.88,26,False,None,3
873,34.92,26,False,None,3
874,34.96,26,False,None,3
875,35.0,26,False,None,3
876,35.04,26,False,None,3
877,35.08,26,False,Backhand,3
878,35.12,26,False,Backhand,3
879,35.16,26,False,Forehand,3
880,35.2,26,False,None,3
881,35.24,26,False,Forehand,3
882,35.28,26,False,Forehand,3
883,35.32,26,False,None,3
884,35.36,26,False,None,3
885,35.4,26,False,None,3
886,35.44,26,False,None,3
887,35.48,26,False,None,3
888,35.52,26,False,Forehand,3
889,35.56,26,False,None,3
890,35.6,26,False,None,3
891,35.64,26,False,None,3
892,35.68,26,False,None,3
893,35.72,26,False,None,3
894,35.76,26,False,None,3
895,35.8,26,False,None,3
896,35.84,26,False,None,3
897,35.88,26,False,None,3
898,35.92,26,False,None,3
899,35.96,26,False,None,3
900,36.0,26,False,None,3
901,36.04,26,True,Smash,3
902,36.08,26,False,Forehand,3
903,36.12,26,False,Forehand,3
904,36.16,26,False,None,3
905,36.2,26,False,Forehand,3
906,36.24,26,False,None,3
907,36.28,26,False,None,3
908,36.32,26,False,None,3
909,36.36,26,False,None,3
910,36.4,26,False,Forehand,3
911,36.44,26,False,None,3
912,36.48,26,False,None,3
913,36.52,26,False,Forehand,3
914,36.56,26,False,None,3
915,36.6,26,False,None,3
916,36.64,26,False,None,3
917,36.68,26,False,None,3
918,36.72,26,False,None,3
919,36.76,26,False,None,3
920,36.8,26,False,None,3
921,36.84,26,False,None,3
922,36.88,26,False,None,3
923,36.92,26,False,None,3
924,36.96,26,False,None,3
925,37.0,26,False,None,3
926,37.04,26,False,None,3
927,37.08,26,False,None,3
928,37.12,26,False,None,3
929,37.16,26,False,None,3
930,37.2,26,False,None,3
931,37.24,26,False,None,3
932,37.28,26,False,None,3
933,37.32,26,False,None,3
934,37.36,26,False,None,3
